tid,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
2361,1618,Pumpkin Ale,Pumpkin Ale,12.0 oz,0.045,N/A,361,Wild Onion Brewing Company,Lake Barrington,IL
2373,1194,Alpha Ale,American Pale Ale (APA),12.0 oz,0.051,45.0,181,Wild Wolf Brewing Company,Nellysford,VA
2380,761,P-51 Porter,American Porter,16.0 oz,0.08,31.0,509,Wingman Brewers,Tacoma,WA
2392,822,Woodchuck Amber Hard Cider,Cider,12.0 oz,0.05,N/A,501,Woodchuck Hard Cider,Middlebury,VT
2395,1697,Be Hoppy IPA,American IPA,16.0 oz,0.065,69.0,339,Wormtown Brewery,Worcester,MA
2397,1514,Easy Day Kolsch,Kölsch,12.0 oz,0.045,25.0,199,Worthy Brewing Company,Bend,OR
2399,1512,Worthy IPA (2013),American IPA,12.0 oz,0.069,69.0,199,Worthy Brewing Company,Bend,OR
24,876,Bitter American,American Pale Ale (APA),12.0 oz,0.044000000000000004,42.0,368,21st Amendment Brewery,San Francisco,CA
2400,1511,Worthy Pale,American Pale Ale (APA),12.0 oz,0.06,50.0,199,Worthy Brewing Company,Bend,OR
242,1067,Disconnected Red,American Amber / Red Ale,16.0 oz,0.067,85.0,220,Big Choice Brewing,Broomfield,CO
254,1712,Montana Trout Slayer Ale,American Pale Wheat Ale,12.0 oz,0.05,35.0,336,Big Sky Brewing Company,Missoula,MT
258,766,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,12.0 oz,0.05,35.0,336,Big Sky Brewing Company,Missoula,MT
261,159,Scape Goat Pale Ale (2010),English Pale Ale,12.0 oz,0.05,40.0,336,Big Sky Brewing Company,Missoula,MT
262,35,Montana Trout Slayer Ale (2009),American Pale Wheat Ale,12.0 oz,0.05,35.0,336,Big Sky Brewing Company,Missoula,MT
266,1257,Jack Pine Savage,American Pale Ale (APA),16.0 oz,0.053,43.0,444,Big Wood Brewery,Vadnais Heights,MN
272,1441,Blown Out Brown,American Brown Ale,12.0 oz,0.052000000000000005,N/A,407,Bitter Root Brewing,Hamilton,MT
273,1413,Single Hop Ale,American Pale Ale (APA),12.0 oz,0.063,N/A,407,Bitter Root Brewing,Hamilton,MT
275,2620,Saucy Intruder,Rye Beer,16.0 oz,0.07200000000000001,75.0,18,Black Acre Brewing Co.,Indianapolis,IN
280,1850,American India Red Ale,American Strong Ale,12.0 oz,0.071,83.0,294,Black Shirt Brewing Company,Denver,CO
283,1847,Colorado Red Ale,American Amber / Red Ale,12.0 oz,0.066,44.0,294,Black Shirt Brewing Company,Denver,CO
285,2484,Bomber Mountain Amber Ale,American Amber / Red Ale,12.0 oz,0.046,20.0,79,Black Tooth Brewing Company,Sheridan,WY
291,1481,51K IPA,American IPA,12.0 oz,0.07,51.0,12,Blackrocks Brewery,Marquette,MI
298,1303,6-4-3 Double Play Pilsner,German Pilsener,12.0 oz,0.052000000000000005,N/A,380,Blue Blood Brewing Company,Lincoln,NE
314,1408,Kölsch 151,Kölsch,12.0 oz,0.049,16.0,414,Blue Mountain Brewery,Arrington,VA
328,1569,Mad Manatee IPA,American IPA,12.0 oz,0.065,N/A,378,Bold City Brewery,Jacksonville,FL
33,353,Bitter American (2011),American Pale Ale (APA),12.0 oz,0.044000000000000004,42.0,368,21st Amendment Brewery,San Francisco,CA
333,577,Bomb Lager (New Recipe),Munich Helles Lager,12.0 oz,0.051,N/A,525,Bomb Beer Company,New York,NY
342,1500,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,12.0 oz,0.047,N/A,107,Bonfire Brewing Company,Eagle,CO
343,1421,Live Local Golden Ale,American Blonde Ale,12.0 oz,0.047,N/A,107,Bonfire Brewing Company,Eagle,CO
356,1629,Rebel IPA,American IPA,16.0 oz,0.065,45.0,300,Boston Beer Company,Boston,MA
361,1281,Samuel Adams Octoberfest,Märzen / Oktoberfest,12.0 oz,0.053,15.0,300,Boston Beer Company,Boston,MA
362,1144,Samuel Adams Summer Ale,American Pale Wheat Ale,12.0 oz,0.053,7.0,300,Boston Beer Company,Boston,MA
369,2299,Mango Ginger,American IPA,12.0 oz,0.057999999999999996,N/A,167,Boxcar Brewing Company,West Chester,PA
377,2204,Post Time Kölsch,Kölsch,16.0 oz,0.05,N/A,195,Breakside Brewery,Portland,OR
385,1799,Are Wheat There Yet?,American Pale Wheat Ale,12.0 oz,0.055,28.0,308,Brew Bus Brewing,Tampa,FL
388,2637,Belfort,Saison / Farmhouse Ale,16.0 oz,0.067,N/A,10,Brewery Vivant,Grand Rapids,MI
391,2597,Linnaeus Mango IPA,American IPA,16.0 oz,0.06,N/A,10,Brewery Vivant,Grand Rapids,MI
393,2542,Verdun,Bière de Garde,16.0 oz,0.077,N/A,10,Brewery Vivant,Grand Rapids,MI
398,2498,Nuit Serpent,Belgian IPA,16.0 oz,0.05,N/A,10,Brewery Vivant,Grand Rapids,MI
408,2381,Earth-Like Planets,Belgian Pale Ale,16.0 oz,,N/A,10,Brewery Vivant,Grand Rapids,MI
412,2137,Wizard Burial Ground,Quadrupel (Quad),16.0 oz,0.099,N/A,10,Brewery Vivant,Grand Rapids,MI
42,2545,Passion Fruit Prussia,Berliner Weissbier,12.0 oz,0.035,11.0,60,4 Hands Brewing Company,Saint Louis,MO
421,1976,Undertaker (2014),Belgian Dark Ale,16.0 oz,0.067,N/A,10,Brewery Vivant,Grand Rapids,MI
422,1974,Coq D'Or,Belgian Pale Ale,16.0 oz,0.05,N/A,10,Brewery Vivant,Grand Rapids,MI
424,1959,Agent a Deux,Belgian Dark Ale,16.0 oz,0.065,N/A,10,Brewery Vivant,Grand Rapids,MI
426,1949,Pothole Stout,American Stout,16.0 oz,0.063,N/A,10,Brewery Vivant,Grand Rapids,MI
430,1443,Trebuchet Double IPA,American Double / Imperial IPA,16.0 oz,0.09300000000000001,N/A,10,Brewery Vivant,Grand Rapids,MI
438,1031,Plow Horse Belgian Style Imperial Stout,American Double / Imperial Stout,16.0 oz,0.095,N/A,10,Brewery Vivant,Grand Rapids,MI
440,873,Contemplation (2012),Bière de Garde,16.0 oz,0.065,N/A,10,Brewery Vivant,Grand Rapids,MI
444,670,Vivant Tripel (2012),Tripel,16.0 oz,0.092,N/A,10,Brewery Vivant,Grand Rapids,MI
445,669,Trebuchet Double IPA (2012),Belgian IPA,16.0 oz,0.09699999999999999,N/A,10,Brewery Vivant,Grand Rapids,MI
449,384,Triomphe,Belgian IPA,16.0 oz,0.065,N/A,10,Brewery Vivant,Grand Rapids,MI
452,2456,Broad Brook Ale,American Amber / Red Ale,16.0 oz,0.061,N/A,89,Broad Brook Brewing LLC,East Windsor,CT
473,2124,Summer's Wit,Witbier,12.0 oz,0.06,20.0,214,Buffalo Bayou Brewing Company,Houston,TX
476,2607,Black Beer'd,American Black Ale,16.0 oz,0.068,N/A,24,Burn 'Em Brewing,Michigan City,IN
478,2478,Pale Alement,American Pale Ale (APA),12.0 oz,0.055,40.0,24,Burn 'Em Brewing,Michigan City,IN
483,2158,3:33 Black IPA,American IPA,16.0 oz,0.07200000000000001,86.0,24,Burn 'Em Brewing,Michigan City,IN
484,2072,MCA,American IPA,16.0 oz,0.068,N/A,24,Burn 'Em Brewing,Michigan City,IN
485,2054,Pale Alement,American Pale Ale (APA),16.0 oz,0.055,40.0,24,Burn 'Em Brewing,Michigan City,IN
486,2196,Couch Select Lager,American Pale Lager,12.0 oz,0.05,14.0,197,Burnside Brewing Co.,Portland,OR
490,50,Moo Thunder Stout,Milk / Sweet Stout,12.0 oz,0.049,N/A,556,Butternuts Beer and Ale,Garrattsville,NY
499,2214,Horny Toad Cerveza,American Blonde Ale,16.0 oz,0.053,25.0,182,COOP Ale Works,Oklahoma City,OK
5,2261,Black Exodus,Oatmeal Stout,12.0 oz,0.077,N/A,177,18th Street Brewery,Gary,IN
507,878,Lawnmower Lager,American Adjunct Lager,12.0 oz,0.039,16.0,155,Caldera Brewing Company,Ashland,OR
509,793,Caldera IPA (2009),American IPA,12.0 oz,0.061,94.0,155,Caldera Brewing Company,Ashland,OR
517,36,Caldera IPA,American IPA,12.0 oz,0.061,94.0,155,Caldera Brewing Company,Ashland,OR
520,870,THP White (2006),Witbier,12.0 oz,,N/A,497,Cans Bar and Canteen,Charlotte,NC
531,2227,Dark Voyage Black IPA (2013),American Black Ale,12.0 oz,0.065,80.0,192,Capital Brewery,Middleton,WI
544,782,Carolina Blonde Light (2005),American Blonde Ale,12.0 oz,0.035,N/A,504,Carolina Beer & Beverage,Mooresville,NC
545,2255,Santa's Secret,Winter Warmer,16.0 oz,0.059000000000000004,22.0,179,Carolina Brewery,Pittsboro,NC
553,1464,Dry Hard Apple Cider,Cider,16.0 oz,0.069,N/A,404,Cascadia Ciderworks United,Portland,OR
554,1744,Farmer Ted's Cream Ale,Cream Ale,12.0 oz,0.055999999999999994,N/A,331,Catawba Brewing Company,Morganton,NC
564,2106,King Coconut,American Porter,12.0 oz,0.054000000000000006,N/A,96,Catawba Valley Brewing Company,Morganton,NC
57,972,Rude Parrot IPA,American IPA,16.0 oz,0.059000000000000004,75.0,481,7 Seas Brewing Company,Gig Harbor,WA
577,1649,Chai Ale,Herbed / Spiced Beer,16.0 oz,0.051,15.0,350,Central Coast Brewing Company,San Luis Obispo,CA
58,866,British Pale Ale (2010),English Pale Ale,16.0 oz,0.054000000000000006,30.0,481,7 Seas Brewing Company,Gig Harbor,WA
580,1646,Catch 23,American Black Ale,16.0 oz,0.075,77.0,350,Central Coast Brewing Company,San Luis Obispo,CA
581,2057,Stickin' In My Rye,Rye Beer,24.0 oz,0.07,N/A,236,Champion Brewing Company,Charlottesville,VA
583,2055,Killer Kolsch,Kölsch,12.0 oz,0.05,22.0,236,Champion Brewing Company,Charlottesville,VA
595,567,Churchkey Pilsner Style Beer,American Pilsner,12.0 oz,0.049,29.0,526,Churchkey Can Company,Seattle,WA
599,2014,Operation Homefront,American IPA,12.0 oz,0.062,65.0,141,Cigar City Brewing Company,Tampa,FL
601,2012,Sugar Plum,American Brown Ale,12.0 oz,0.055,N/A,141,Cigar City Brewing Company,Tampa,FL
612,1243,Tropical Heatwave,American Pale Wheat Ale,16.0 oz,0.052000000000000005,N/A,141,Cigar City Brewing Company,Tampa,FL
613,1142,Humidor Series India Pale Ale,American IPA,12.0 oz,0.075,70.0,141,Cigar City Brewing Company,Tampa,FL
615,1140,José Martí American Porter,American Porter,12.0 oz,0.08,65.0,141,Cigar City Brewing Company,Tampa,FL
62,1165,Colorado Native,American Amber / Red Lager,12.0 oz,0.055,26.0,462,AC Golden Brewing Company,Golden,CO
621,546,Jai Alai IPA,American IPA,12.0 oz,0.075,70.0,141,Cigar City Brewing Company,Tampa,FL
624,1365,Pumple Drumkin,Pumpkin Ale,12.0 oz,0.06,N/A,145,Cisco Brewers,Nantucket,MA
627,656,Indie Pale Ale,American IPA,12.0 oz,0.065,N/A,145,Cisco Brewers,Nantucket,MA
632,893,Wheat the People,American Pale Wheat Ale,16.0 oz,0.044000000000000004,13.0,418,Coalition Brewing Company,Portland,OR
633,1407,Tybee Island Blonde,American Blonde Ale,12.0 oz,0.047,17.0,415,Coastal Empire Beer Company,Savannah,GA
638,120,Hurricane Amber Ale,American Amber / Red Ale,12.0 oz,0.052000000000000005,24.0,101,Coastal Extreme Brewing Company,Newport,RI
644,1650,Arkansas Red,American Amber / Red Ale,12.0 oz,0.052000000000000005,N/A,139,Core Brewing & Distilling Company,Springdale,AR
647,737,Chester's Beer (2005),American Pale Lager,12.0 oz,0.038,N/A,512,Cottrell Brewing,Pawcatuck,CT
65,515,Purple Haze,Fruit / Vegetable Beer,12.0 oz,0.042,13.0,533,Abita Brewing Company,Abita Springs,LA
664,1104,Rusty Nail Pale Ale,American Pale Ale (APA),12.0 oz,0.055999999999999994,N/A,169,Crooked Fence Brewing Company,Garden City,ID
666,1804,Mjöllnir,Herbed / Spiced Beer,12.0 oz,0.066,N/A,212,Crow Peak Brewing Company,Spearfish,SD
668,1301,Easy Livin' Summer Ale,American Blonde Ale,12.0 oz,0.045,N/A,212,Crow Peak Brewing Company,Spearfish,SD
670,272,Pile O'Dirt Porter,American Porter,12.0 oz,0.069,N/A,212,Crow Peak Brewing Company,Spearfish,SD
673,681,Summertime Ale,Kölsch,16.0 oz,0.052000000000000005,23.0,472,Crystal Springs Brewing Company,Boulder,CO
676,1787,Floyd's Folly,Scottish Ale,16.0 oz,0.08,N/A,315,Cutters Brewing Company,Avon,IN
680,2078,Stone of Arbroath,Scotch Ale / Wee Heavy,12.0 oz,0.08,N/A,227,DC Brau Brewing Company,Washington,DC
682,1263,El Hefe Speaks,Hefeweizen,12.0 oz,0.053,11.0,227,DC Brau Brewing Company,Washington,DC
687,184,The Public,American Pale Ale (APA),12.0 oz,0.06,N/A,227,DC Brau Brewing Company,Washington,DC
692,1735,Sprocket Blonde Ale (2006),American Blonde Ale,12.0 oz,0.05,N/A,333,David's Ale Works,Diamond Springs,CA
693,1734,Sprocket Pale Ale (2006),American Pale Ale (APA),12.0 oz,0.05,N/A,333,David's Ale Works,Diamond Springs,CA
697,2166,Dream Crusher Double IPA,American Double / Imperial IPA,12.0 oz,0.085,100.0,127,Deep Ellum Brewing Company,Dallas,TX
700,1202,Farmhouse Wit,Saison / Farmhouse Ale,16.0 oz,0.048,25.0,127,Deep Ellum Brewing Company,Dallas,TX
703,943,Deep Ellum IPA,American IPA,12.0 oz,0.07,70.0,127,Deep Ellum Brewing Company,Dallas,TX
704,1886,Thrasher Session India Pale Ale,American IPA,12.0 oz,0.045,44.0,283,Defiance Brewing Company,Hays,KS
705,1885,Gutch English Style Mild Ale,English Pale Mild Ale,12.0 oz,0.05,16.0,283,Defiance Brewing Company,Hays,KS
708,947,Twister Creek India Pale Ale,American IPA,12.0 oz,0.065,71.0,453,Denali Brewing Company,Talkeetna,AK
709,929,Single Engine Red,Irish Red Ale,12.0 oz,0.057999999999999996,46.0,453,Denali Brewing Company,Talkeetna,AK
710,1944,Incredible Pedal IPA,American IPA,12.0 oz,0.07,N/A,263,Denver Beer Company,Denver,CO
724,730,California Sunshine Rye IPA,American IPA,16.0 oz,0.071,85.0,491,Devil's Canyon Brewery,Belmont,CA
725,647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,16.0 oz,0.07400000000000001,12.0,491,Devil's Canyon Brewery,Belmont,CA
73,2682,Rules are Rules,German Pilsener,16.0 oz,0.05,25.0,1,Against the Grain Brewery,Louisville,KY
732,448,Dolores River Pale Ale,American Pale Ale (APA),16.0 oz,,N/A,531,Dolores River Brewery,Dolores,CO
735,1246,Cranberry Blend,Cider,12.0 oz,0.049,N/A,446,Downeast Cider House,Leominster,MA
736,977,Orignal Blend,Cider,12.0 oz,0.051,N/A,446,Downeast Cider House,Leominster,MA
739,872,Dry Dock Hefeweizen,Hefeweizen,12.0 oz,0.043,12.0,496,Dry Dock Brewing Company,Aurora,CO
749,395,Crank Yanker IPA (2011),American IPA,16.0 oz,0.078,74.0,369,Eddyline Brewery & Restaurant,Buena Vista,CO
75,2680,Sho'nuff,Belgian Pale Ale,16.0 oz,0.04,13.0,1,Against the Grain Brewery,Louisville,KY
755,2008,Element 29,American Pale Ale (APA),12.0 oz,0.052000000000000005,N/A,81,Epic Brewing,Denver,CO
764,2429,Voodoo,American Porter,16.0 oz,0.048,N/A,26,Evil Czech Brewery,Mishawaka,IN
765,1967,General George Patton Pilsner,Czech Pilsener,16.0 oz,0.054000000000000006,48.0,26,Evil Czech Brewery,Mishawaka,IN
773,1434,Wood Chipper India Pale Ale,American IPA,12.0 oz,0.067,70.0,335,Fargo Brewing Company,Fargo,ND
776,1455,Sudice American Stout,American Stout,16.0 oz,0.07,58.0,405,Fate Brewing Company,Boulder,CO
785,682,Mjolnir Imperial IPA,American Double / Imperial IPA,16.0 oz,0.069,N/A,201,Fearless Brewing Company,Estacada,OR
802,351,Cut Throat Pale Ale (2011),American Pale Ale (APA),16.0 oz,0.055,N/A,256,Finch's Beer Company,Chicago,IL
804,2569,Easy Jack,American IPA,12.0 oz,0.045,47.0,48,Firestone Walker Brewing Company,Paso Robles,CA
807,1957,805 Blonde Ale,American Blonde Ale,12.0 oz,0.047,N/A,48,Firestone Walker Brewing Company,Paso Robles,CA
808,1733,805,American Blonde Ale,12.0 oz,0.047,20.0,48,Firestone Walker Brewing Company,Paso Robles,CA
81,2674,The Brown Note,English Brown Ale,16.0 oz,0.05,20.0,1,Against the Grain Brewery,Louisville,KY
821,981,Barstool American Golden Ale,American Blonde Ale,12.0 oz,0.045,N/A,279,Foolproof Brewing Company,Pawtucket,RI
832,562,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),16.0 oz,0.055,N/A,206,Fort George Brewery,Astoria,OR
834,319,1811 Lager,American Amber / Red Lager,16.0 oz,0.051,N/A,206,Fort George Brewery,Astoria,OR
839,2659,KSA,Kölsch,12.0 oz,0.046,17.0,4,Fort Point Beer Company,San Francisco,CA
840,2658,Villager,American IPA,12.0 oz,0.063,42.0,4,Fort Point Beer Company,San Francisco,CA
847,2613,Feel Like Maplin' Love,Oatmeal Stout,16.0 oz,0.055,N/A,22,Four Fathers Brewing,Valparaiso,IN
852,2309,Sunbru Kölsch,Kölsch,12.0 oz,0.052000000000000005,17.0,160,Four Peaks Brewing Company,Tempe,AZ
853,1635,Kilt Lifter Scottish-Style Ale,,12.0 oz,0.06,21.0,160,Four Peaks Brewing Company,Tempe,AZ
856,358,Hop Knot IPA,American IPA,12.0 oz,0.067,47.0,160,Four Peaks Brewing Company,Tempe,AZ
858,178,Sunbru Kölsch,Kölsch,12.0 oz,0.052000000000000005,N/A,160,Four Peaks Brewing Company,Tempe,AZ
87,2401,Yellow Wolf Imperial IPA,American Double / Imperial IPA,12.0 oz,0.08199999999999999,103.0,117,Alameda Brewing,Portland,OR
872,2521,Soul Doubt,American IPA,12.0 oz,0.059000000000000004,70.0,66,Freetail Brewing Company,San Antonio,TX
875,1116,Fremont Organic Pale Ale,American Pale Ale (APA),12.0 oz,0.045,N/A,460,Fremont Brewing Company,Seattle,WA
878,875,Fremont Summer Ale,American Pale Ale (APA),12.0 oz,0.065,45.0,460,Fremont Brewing Company,Seattle,WA
894,1641,Better Weather IPA,American IPA,16.0 oz,0.094,92.0,240,Golden Road Brewing,Los Angeles,CA
899,1034,Cabrillo Kölsch,Kölsch,16.0 oz,0.05,N/A,240,Golden Road Brewing,Los Angeles,CA
909,312,Snake Handler Double IPA,American Double / Imperial IPA,12.0 oz,0.09300000000000001,103.0,478,Good People Brewing Company,Birmingham,AL
91,1535,Kentucky Kölsch,Kölsch,16.0 oz,0.043,N/A,388,Alltech's Lexington Brewing Company,Lexington,KY
930,1702,Bourbon Barrel Aged Coconut Porter,American Porter,16.0 oz,0.055999999999999994,33.0,165,Great Crescent Brewery,Aurora,IN
932,1700,Aurora Lager,Dortmunder / Export Lager,16.0 oz,0.057,27.0,165,Great Crescent Brewery,Aurora,IN
94,1473,Damnesia,American IPA,16.0 oz,0.062,N/A,401,Amnesia Brewing Company,Washougal,WA
941,455,Bourbon's Barrel Stout,American Stout,16.0 oz,0.075,65.0,165,Great Crescent Brewery,Aurora,IN
942,442,Great Crescent Stout,English Stout,16.0 oz,0.08,66.0,165,Great Crescent Brewery,Aurora,IN
944,440,Great Crescent Dark Lager,Euro Dark Lager,16.0 oz,0.057,23.0,165,Great Crescent Brewery,Aurora,IN
948,2650,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),12.0 oz,0.05,N/A,6,Great Divide Brewing Company,Denver,CO
949,2649,Hibernation Ale,Old Ale,12.0 oz,0.087,N/A,6,Great Divide Brewing Company,Denver,CO
960,1922,Southern Drawl Pale Lager,American Pale Lager,12.0 oz,0.052000000000000005,N/A,269,Great Raft Brewing Company,Shreveport,LA
961,1604,Chickawawa Lemonale,Fruit / Vegetable Beer,12.0 oz,0.05,5.0,365,Great River Brewery,Davenport,IA
978,189,Roller Dam Red Ale (2010),Irish Red Ale,16.0 oz,0.054000000000000006,30.0,365,Great River Brewery,Davenport,IA
983,2044,Captain's Daughter,American Double / Imperial IPA,12.0 oz,0.085,69.0,86,Grey Sail Brewing Company,Westerly,RI
998,2007,Norm's Gateway IPA,American IPA,12.0 oz,0.04,55.0,124,Griffin Claw Brewing Company,Birmingham,MI
999,1570,Lemon Shandy Tripel,Tripel,16.0 oz,0.09,N/A,124,Griffin Claw Brewing Company,Birmingham,MI
1148,1235,Love Street Summer Seasonal (2014),Kölsch,12.0 ounce,0.047%,20.0,125,Karbach Brewing Company,Houston TX,
183,2105,Even Keel,American IPA,12.0 ounce,0.038%,40.0,34,Ballast Point Brewing Company,San Diego CA,
2030,2473,Hopvale Organic Ale,American Pale Ale (APA),16.0 ounce,0.047%,55.0,58,Summit Brewing Company,St. Paul MN,
2044,1948,30 Min Coma,Belgian IPA,16.0 ounce,,N/A,25,Sun King Brewing Company,Indianapolis IN,
2112,676,Halcyon Unfiltered Wheat,American Pale Wheat Ale,16.0 ounce,0.05%,20.0,45,Tallgrass Brewing Company,Manhattan KS,
2217,1509,Perpetual IPA,American IPA,12.0 ounce,0.075%,85.0,97,Tröegs Brewing Company,Hershey PA,
2393,2417,4000 Footer IPA,American IPA,12.0 ounce,0.065%,82.0,109,"Woodstock Inn, Station & Brewery",North Woodstock NH,
528,2064,Fisherman's Brew,American Amber / Red Ale,12.0 ounce,0.055%,30.0,230,Cape Ann Brewing Company,Gloucester MA,
543,783,Carolina Blonde (2006),American Blonde Ale,12.0 ounce,0.05%,N/A,504,Carolina Beer & Beverage,Mooresville NC,
715,2025,Vertex IPA,American IPA,12.0 ounce,0.063%,76.0,57,Destihl Brewery,Bloomington IL,
918,1829,312 Urban Wheat Ale,American Pale Wheat Ale,12.0 ounce,0.042%,18.0,88,Goose Island Brewing Company,Chicago IL,
100,2102,Brotherhood Steam,California Common / Steam Beer,12.0 ounce,0.055999999999999994%,N/A,35,Anchor Brewing Company,San Francisco,CA
1025,770,Harpoon IPA (2012),American IPA,12.0 ounce,0.059000000000000004%,42.0,234,Harpoon Brewery,Boston,MA
1058,1834,One Nut Brown,American Brown Ale,12.0 ounce,0.047%,28.0,297,Hop Farm Brewing Company,Pittsburgh,PA
1078,2397,Nonstop Hef Hop,American Pale Wheat Ale,16.0 ounce,0.039%,20.0,80,Hopworks Urban Brewery,Portland,OR
1079,2396,Nonstop Hef Hop,American Pale Wheat Ale,16.0 ounce,0.039%,20.0,80,Hopworks Urban Brewery,Portland,OR
1081,2394,Nonstop Hef Hop,American Pale Wheat Ale,16.0 ounce,0.039%,20.0,80,Hopworks Urban Brewery,Portland,OR
1121,2670,Hoponius Union,American India Pale Lager,12.0 ounce,0.067%,65.0,2,Jack's Abby Craft Lagers,Framingham,MA
1138,2060,Weize Guy,Hefeweizen,12.0 ounce,0.05%,15.0,233,Joseph James Brewing Company,Henderson,NV
114,523,Winter Solstice,Winter Warmer,12.0 ounce,0.069%,6.0,171,Anderson Valley Brewing Company,Boonville,CA
1162,759,Double Haul IPA (2009),American IPA,16.0 ounce,0.065%,65.0,510,Kettle House Brewing Company,Missoula,MT
1165,86,Double Haul IPA,American IPA,16.0 ounce,0.065%,65.0,510,Kettle House Brewing Company,Missoula,MT
1188,664,Elevated IPA,American IPA,16.0 ounce,0.07200000000000001%,100.0,332,La Cumbre Brewing Company,Albuquerque,NM
1192,2493,I.P. Eh!,American IPA,12.0 ounce,0.068%,N/A,59,Latitude 42 Brewing Company,Portage,MI
1232,700,The Farmer's Daughter,American Blonde Ale,16.0 ounce,0.048%,N/A,456,Lucette Brewing Company,Menominie,WI
1254,360,#9,Fruit / Vegetable Beer,12.0 ounce,0.051%,20.0,303,Magic Hat Brewing Company,South Burlington,VT
1270,1672,Riverwalk Blonde Ale,American Blonde Ale,12.0 ounce,0.06%,25.0,346,Manzanita Brewing Company,Santee,CA
1333,586,Kodiak Brown Ale,American Brown Ale,12.0 ounce,0.05%,24.0,223,Midnight Sun Brewing Company,Anchorage,AK
1343,2533,Misty Mountain Hop,American IPA,24.0 ounce,0.075%,N/A,65,Mikerphone Brewing,Chicago,IL
1362,2359,Huber Bock (2014),Bock,16.0 ounce,0.054000000000000006%,N/A,134,Minhas Craft Brewery,Monroe,WI
1364,2282,Huber,American Pale Lager,12.0 ounce,0.05%,N/A,134,Minhas Craft Brewery,Monroe,WI
1382,337,Boneshaker Brown Ale,English Brown Ale,24.0 ounce,0.055%,N/A,547,Moat Mountain Smoke House & Brew...,North Conway,NH
14,1979,Bitter Bitch,American Pale Ale (APA),12.0 ounce,0.061%,60.0,177,18th Street Brewery,Gary,IN
1423,1291,Narragansett Bohemian Pilsner,German Pilsener,16.0 ounce,0.086%,35.0,143,Narragansett Brewing Company,Providence,RI
1441,1758,County Line IPA,American IPA,12.0 ounce,0.066%,N/A,325,Neshaminy Creek Brewing Company,Croydon,PA
